,lead_number,activity_score,profile_score,converted
1974,640506,15.0,15.0,1
1975,640502,15.0,17.0,0
1976,640498,14.0,18.0,0
1977,640494,14.0,17.0,0
1978,640469,15.0,19.0,1
1979,640459,16.0,18.0,1
1980,640456,14.0,15.0,0
1981,640453,14.0,16.0,0
1982,640446,14.0,20.0,1
1983,640442,14.0,16.0,1
1984,640435,13.0,18.0,0
1985,640421,15.0,15.0,0
1986,640415,15.0,16.0,1
1987,640411,14.0,16.0,0
1988,640398,12.0,15.0,0
1989,640391,17.0,18.0,1
1990,640387,14.0,20.0,1
1991,640385,14.0,15.0,1
1992,640384,10.0,15.0,0
1993,640373,17.0,15.0,0
1994,640364,15.0,19.0,1
1995,640348,15.0,15.0,1
1996,640332,13.0,15.0,0
1997,640331,13.0,18.0,0
1998,640326,12.0,16.0,0
1999,640325,15.0,15.0,0
2000,640308,15.0,15.0,0
2001,640295,14.0,20.0,1
2002,640278,15.0,16.0,1
2003,640266,14.0,14.0,0
2004,640258,15.0,18.0,1
2005,640256,14.0,20.0,1
2006,640238,15.0,17.0,0
2007,640235,13.0,14.0,0
2008,640222,17.0,15.0,0
2009,640219,14.0,17.0,0
2010,640205,16.0,19.0,1
2011,640191,16.0,19.0,1
2012,640187,14.0,15.0,1
2013,640177,15.0,19.0,1
2014,640156,14.0,19.0,1
2015,640149,15.0,16.0,1
2016,640135,14.0,19.0,1
2017,640133,14.0,14.0,0
2018,640127,14.0,18.0,1
2019,640120,14.0,16.0,1
2020,640115,15.0,16.0,1
2021,640112,14.0,15.0,0
2022,640108,15.0,15.0,1
2023,640107,14.0,17.0,0
2024,640096,15.0,14.0,1
2025,640081,15.0,16.0,1
2026,640073,14.0,16.0,1
2027,640071,14.0,16.0,1
2028,640067,16.0,15.0,0
2029,640057,15.0,20.0,1
2030,640041,13.0,15.0,0
2031,640040,14.0,18.0,1
2032,640035,13.0,20.0,1
2033,640032,13.0,18.0,0
2034,640027,17.0,15.0,0
2035,640025,13.0,11.0,0
2036,640024,14.0,14.0,0
2037,640021,14.0,15.0,0
2038,640009,12.0,17.0,0
2039,640007,14.0,14.0,0
2040,640002,15.0,18.0,0
2041,639981,12.0,13.0,0
2042,639977,15.0,18.0,1
2043,639967,15.0,17.0,1
2044,639937,11.0,15.0,0
2045,639895,13.0,18.0,0
2046,639881,15.0,18.0,0
2047,639874,15.0,15.0,0
2048,639869,13.0,18.0,0
2049,639868,16.0,17.0,1
2050,639866,15.0,17.0,1
2051,639863,10.0,18.0,0
2052,639859,14.0,15.0,1
2053,639858,11.0,16.0,0
2054,639852,15.0,18.0,0
2055,639824,16.0,15.0,1
2056,639815,13.0,15.0,0
2057,639774,13.0,15.0,0
2058,639772,15.0,18.0,0
2059,639754,13.0,18.0,0
2060,639722,14.0,18.0,1
2061,639710,14.0,15.0,1
2062,639709,16.0,15.0,0
2063,639704,13.0,19.0,0
2064,639685,13.0,18.0,0
2065,639636,14.0,19.0,0
2066,639624,15.0,16.0,0
2067,639620,14.0,20.0,1
2068,639615,14.0,16.0,0
2069,639603,14.0,20.0,1
2070,639602,14.0,17.0,1
2071,639600,17.0,15.0,0
2072,639594,17.0,15.0,0
2073,639589,11.0,14.0,0
2074,639585,14.0,14.0,0
2075,639583,15.0,18.0,1
2076,639580,15.0,18.0,0
2077,639577,11.0,15.0,1
2078,639575,14.0,15.0,0
2079,639571,14.0,20.0,1
2080,639564,15.0,15.0,1
2081,639547,15.0,15.0,1
2082,639541,11.0,15.0,0
2083,639530,16.0,15.0,1
2084,639528,15.0,15.0,0
2085,639518,15.0,15.0,1
2086,639509,16.0,15.0,1
2087,639507,15.0,15.0,1
2088,639506,14.0,15.0,0
2089,639504,15.0,15.0,1
2090,639471,13.0,15.0,1
2091,639464,14.0,16.0,0
2092,639460,13.0,16.0,0
2093,639459,16.0,15.0,0
2094,639458,15.0,15.0,1
2095,639455,15.0,16.0,1
2096,639449,15.0,16.0,1
2097,639444,15.0,15.0,1
2098,639435,16.0,15.0,1
2099,639434,14.0,15.0,0
2100,639428,15.0,15.0,1
2101,639415,14.0,19.0,1
2102,639414,13.0,18.0,0
2103,639408,14.0,20.0,1
2104,639391,15.0,15.0,1
2105,639387,15.0,17.0,1
2106,639385,15.0,15.0,0
2107,639384,15.0,15.0,1
2108,639377,14.0,16.0,1
2109,639376,14.0,20.0,1
2110,639373,15.0,18.0,1
2111,639359,13.0,17.0,0
2112,639358,15.0,17.0,0
2113,639343,16.0,18.0,0
2114,639342,14.0,17.0,1
2115,639333,15.0,16.0,1
2116,639330,12.0,17.0,0
2117,639324,13.0,17.0,0
2118,639321,15.0,19.0,1
2119,639320,13.0,18.0,1
2120,639314,16.0,15.0,0
2121,639312,16.0,18.0,1
2122,639311,14.0,17.0,1
2123,639304,16.0,15.0,0
2124,639302,14.0,18.0,1
2125,639299,13.0,15.0,0
2126,639298,15.0,19.0,1
2127,639297,14.0,17.0,1
2128,639296,16.0,15.0,1
2129,639293,13.0,13.0,0
2130,639288,14.0,17.0,1
2131,639282,15.0,17.0,1
2132,639253,15.0,19.0,1
2133,639249,14.0,15.0,1
2134,639246,14.0,17.0,1
2135,639245,14.0,15.0,1
2136,639242,15.0,15.0,0
2137,639224,13.0,13.0,0
2138,639215,14.0,15.0,1
2139,639214,12.0,18.0,1
2140,639211,14.0,16.0,1
2141,639205,13.0,15.0,0
2142,639204,15.0,17.0,0
2143,639201,13.0,17.0,0
2144,639195,14.0,17.0,0
2145,639181,14.0,19.0,1
2146,639176,15.0,17.0,0
2147,639157,15.0,15.0,1
2148,639151,16.0,15.0,0
2149,639150,15.0,15.0,0
2150,639147,14.0,14.0,1
2151,639137,14.0,17.0,0
2152,639134,14.0,16.0,1
2153,639133,14.0,15.0,1
2154,639121,17.0,14.0,1
2155,639120,15.0,15.0,1
2156,639109,13.0,18.0,0
2157,639104,14.0,18.0,1
2158,639099,16.0,16.0,1
2159,639086,16.0,15.0,1
2160,639079,14.0,15.0,1
2161,639056,15.0,15.0,1
2162,639055,15.0,15.0,1
2163,639054,15.0,15.0,1
2164,639044,14.0,15.0,0
2165,639022,16.0,15.0,0
2166,639020,14.0,15.0,1
2167,639019,14.0,18.0,0
2168,639017,13.0,15.0,0
2169,639014,13.0,18.0,0
2170,638999,13.0,18.0,0
2171,638993,15.0,20.0,1
2172,638954,15.0,15.0,1
2173,638937,15.0,13.0,0
2174,638934,13.0,18.0,0
2175,638922,13.0,16.0,0
2176,638889,13.0,18.0,0
2177,638885,13.0,15.0,0
2178,638862,16.0,17.0,0
2179,638858,13.0,15.0,0
2180,638855,14.0,17.0,0
2181,638851,13.0,18.0,0
2182,638848,14.0,16.0,1
2183,638770,13.0,15.0,0
2184,638764,15.0,18.0,1
2185,638761,13.0,18.0,0
2186,638696,13.0,18.0,0
2187,638694,15.0,18.0,0
2188,638686,14.0,17.0,1
2189,638674,14.0,18.0,0
2190,638668,17.0,13.0,0
2191,638626,16.0,15.0,1
2192,638616,9.0,11.0,0
2193,638583,17.0,15.0,0
2194,638579,14.0,17.0,0
2195,638526,15.0,20.0,1
2196,638518,16.0,17.0,1
2197,638505,15.0,18.0,1
2198,638503,14.0,18.0,1
2199,638488,14.0,17.0,1
2200,638481,15.0,15.0,0
2201,638468,15.0,18.0,0
2202,638453,14.0,15.0,0
2203,638451,10.0,18.0,0
2204,638430,13.0,15.0,0
2205,638425,14.0,13.0,0
2206,638412,13.0,18.0,0
2207,638399,16.0,15.0,0
2208,638390,16.0,16.0,1
2209,638377,14.0,18.0,0
2210,638374,12.0,20.0,1
2211,638356,15.0,15.0,0
2212,638355,15.0,15.0,0
2213,638325,14.0,16.0,0
2214,638321,15.0,17.0,1
2215,638316,12.0,18.0,0
2216,638307,17.0,15.0,0
2217,638288,14.0,13.0,0
2218,638283,15.0,14.0,0
2219,638274,18.0,15.0,0
2220,638220,15.0,16.0,0
2221,638198,14.0,14.0,0
2222,638197,14.0,15.0,0
2223,638184,16.0,16.0,1
2224,638180,16.0,15.0,1
2225,638158,13.0,16.0,0
2226,638149,15.0,15.0,1
2227,638121,15.0,17.0,1
2228,638078,13.0,16.0,0
2229,638076,15.0,14.0,0
2230,638072,14.0,18.0,0
2231,638046,14.0,17.0,1
2232,638028,13.0,18.0,0
2233,638023,14.0,15.0,0
2234,638022,12.0,18.0,0
2235,638014,14.0,18.0,1
2236,637996,14.0,18.0,0
2237,637995,14.0,17.0,0
2238,637986,15.0,17.0,1
2239,637980,14.0,20.0,1
2240,637978,13.0,18.0,0
2241,637962,15.0,16.0,1
2242,637957,14.0,14.0,0
2243,637954,15.0,20.0,1
2244,637953,14.0,18.0,1
2245,637936,13.0,13.0,1
2246,637929,16.0,16.0,1
2247,637927,15.0,16.0,1
2248,637914,14.0,15.0,0
2249,637909,15.0,17.0,1
2250,637907,13.0,15.0,0
2251,637904,16.0,15.0,0
2252,637903,15.0,15.0,1
2253,637899,14.0,18.0,0
2254,637880,14.0,15.0,0
2255,637878,15.0,15.0,0
2256,637866,14.0,15.0,1
2257,637858,14.0,18.0,0
2258,637856,14.0,18.0,0
2259,637854,15.0,18.0,1
2260,637847,13.0,14.0,0
2261,637844,14.0,16.0,0
2262,637842,14.0,17.0,0
2263,637839,17.0,15.0,0
2264,637838,14.0,16.0,1
2265,637835,16.0,15.0,0
2266,637829,14.0,15.0,1
2267,637819,17.0,15.0,0
2268,637818,14.0,18.0,1
2269,637794,15.0,16.0,1
2270,637789,15.0,15.0,1
2271,637771,16.0,15.0,1
2272,637766,14.0,18.0,1
2273,637759,15.0,17.0,1
2274,637736,16.0,15.0,1
2275,637705,13.0,15.0,0
2276,637702,14.0,15.0,0
2277,637687,14.0,15.0,0
2278,637677,16.0,15.0,0
2279,637675,13.0,18.0,0
2280,637666,13.0,17.0,0
2281,637662,14.0,20.0,1
2282,637661,14.0,15.0,0
2283,637650,14.0,18.0,1
2284,637647,10.0,20.0,0
2285,637640,15.0,15.0,1
2286,637638,14.0,16.0,1
2287,637625,17.0,15.0,0
2288,637611,14.0,13.0,0
2289,637608,13.0,17.0,1
2290,637590,15.0,18.0,1
2291,637589,13.0,17.0,0
2292,637585,14.0,17.0,0
2293,637539,15.0,19.0,0
2294,637526,14.0,15.0,0
2295,637521,13.0,18.0,0
2296,637500,13.0,13.0,1
2297,637465,12.0,17.0,0
2298,637463,14.0,15.0,0
2299,637445,14.0,15.0,0
2300,637438,15.0,15.0,0
2301,637436,13.0,18.0,0
2302,637420,14.0,15.0,0
2303,637416,14.0,18.0,0
2304,637414,14.0,18.0,0
2305,637411,15.0,18.0,1
2306,637410,14.0,18.0,0
2307,637409,15.0,18.0,1
2308,637395,13.0,15.0,0
2309,637388,15.0,16.0,0
2310,637387,17.0,16.0,0
2311,637379,15.0,20.0,1
2312,637376,16.0,15.0,0
2313,637361,14.0,15.0,0
2314,637360,15.0,18.0,1
2315,637345,15.0,15.0,1
2316,637336,14.0,15.0,1
2317,637315,13.0,18.0,0
2318,637290,14.0,15.0,0
2319,637289,14.0,15.0,1
2320,637281,,,0
2321,637265,13.0,15.0,0
2322,637257,15.0,18.0,0
2323,637256,15.0,15.0,0
2324,637248,15.0,16.0,1
2325,637246,15.0,15.0,0
2326,637236,13.0,18.0,1
2327,637220,16.0,15.0,0
2328,637210,14.0,15.0,0
2329,637206,14.0,16.0,0
2330,637203,17.0,15.0,0
2331,637189,14.0,15.0,0
2332,637188,15.0,17.0,1
2333,637187,14.0,15.0,1
2334,637184,14.0,15.0,1
2335,637183,14.0,18.0,0
2336,637178,15.0,15.0,1
2337,637172,15.0,15.0,1
2338,637169,15.0,19.0,1
2339,637163,15.0,19.0,1
2340,637161,14.0,15.0,0
2341,637159,14.0,17.0,1
2342,637156,15.0,19.0,1
2343,637148,15.0,20.0,1
2344,637140,14.0,15.0,0
2345,637129,14.0,15.0,1
2346,637125,14.0,16.0,1
2347,637120,14.0,13.0,1
2348,637107,14.0,15.0,0
2349,637105,15.0,18.0,0
2350,637079,12.0,15.0,0
2351,637076,10.0,16.0,0
2352,637074,17.0,15.0,0
2353,637071,14.0,15.0,0
2354,637070,15.0,15.0,1
2355,637062,14.0,14.0,0
2356,637048,15.0,18.0,1
2357,637044,15.0,15.0,1
2358,637039,14.0,20.0,1
2359,637023,16.0,17.0,0
2360,637014,13.0,15.0,1
2361,637010,14.0,19.0,1
2362,636991,15.0,17.0,0
2363,636979,14.0,16.0,0
2364,636978,14.0,15.0,1
2365,636960,13.0,15.0,0
2366,636950,14.0,13.0,0
2367,636931,16.0,15.0,1
2368,636930,15.0,17.0,1
2369,636928,17.0,15.0,0
2370,636907,12.0,17.0,0
2371,636905,14.0,15.0,0
2372,636901,14.0,15.0,1
2373,636899,11.0,15.0,1
2374,636898,15.0,17.0,1
2375,636885,15.0,15.0,0
2376,636884,15.0,17.0,1
2377,636874,14.0,15.0,0
2378,636860,15.0,17.0,1
2379,636856,13.0,15.0,0
2380,636855,15.0,20.0,1
2381,636848,12.0,15.0,0
2382,636840,15.0,18.0,0
2383,636831,15.0,15.0,0
2384,636823,15.0,20.0,1
2385,636816,16.0,15.0,0
2386,636809,12.0,13.0,0
2387,636806,16.0,19.0,1
2388,636799,13.0,13.0,0
2389,636797,14.0,15.0,1
2390,636774,16.0,17.0,1
2391,636769,14.0,14.0,0
2392,636766,14.0,18.0,1
2393,636765,14.0,16.0,1
2394,636746,14.0,14.0,0
2395,636736,14.0,17.0,0
2396,636731,14.0,18.0,0
2397,636722,14.0,18.0,1
2398,636687,14.0,20.0,0
2399,636679,15.0,19.0,1
2400,636677,14.0,18.0,1
2401,636666,14.0,18.0,0
2402,636665,16.0,20.0,1
2403,636659,15.0,18.0,1
2404,636647,14.0,18.0,0
2405,636635,14.0,16.0,1
2406,636619,13.0,15.0,0
2407,636616,16.0,18.0,0
2408,636584,15.0,15.0,1
2409,636575,14.0,17.0,0
2410,636564,14.0,15.0,0
2411,636562,15.0,15.0,1
2412,636547,13.0,17.0,0
2413,636524,15.0,16.0,0
2414,636516,16.0,15.0,0
2415,636515,15.0,18.0,1
2416,636471,14.0,15.0,0
2417,636453,12.0,13.0,0
2418,636452,15.0,20.0,1
2419,636449,15.0,18.0,0
2420,636443,16.0,18.0,1
2421,636435,14.0,18.0,0
2422,636432,15.0,18.0,0
2423,636421,15.0,18.0,0
2424,636420,14.0,18.0,1
2425,636417,15.0,14.0,0
2426,636410,10.0,17.0,0
2427,636404,15.0,17.0,1
2428,636403,14.0,15.0,0
2429,636367,14.0,13.0,0
2430,636356,14.0,15.0,0
2431,636348,12.0,15.0,0
2432,636345,13.0,18.0,0
2433,636334,16.0,15.0,0
2434,636317,14.0,16.0,1
2435,636299,13.0,17.0,0
2436,636280,13.0,15.0,0
2437,636274,13.0,17.0,0
2438,636273,17.0,17.0,1
2439,636261,15.0,19.0,1
2440,636241,14.0,15.0,1
2441,636228,13.0,15.0,0
2442,636225,13.0,15.0,0
2443,636209,15.0,17.0,1
2444,636208,15.0,14.0,1
2445,636201,14.0,15.0,0
2446,636192,14.0,15.0,1
2447,636191,13.0,18.0,0
2448,636186,17.0,15.0,0
2449,636185,13.0,17.0,0
2450,636182,13.0,17.0,0
2451,636177,14.0,15.0,0
2452,636174,14.0,14.0,0
2453,636146,14.0,18.0,0
2454,636127,13.0,17.0,0
2455,636120,15.0,15.0,0
2456,636112,16.0,18.0,0
2457,636110,15.0,15.0,1
2458,636092,15.0,15.0,1
2459,636075,14.0,16.0,0
2460,636073,14.0,20.0,1
2461,636059,15.0,15.0,1
2462,636054,15.0,16.0,0
2463,636052,14.0,15.0,0
2464,636033,14.0,15.0,1
2465,636002,14.0,16.0,0
2466,635999,15.0,16.0,0
2467,635995,15.0,15.0,1
2468,635990,14.0,16.0,0
2469,635983,15.0,16.0,0
2470,635971,15.0,18.0,0
2471,635958,15.0,17.0,0
2472,635948,14.0,15.0,1
2473,635947,14.0,17.0,1
2474,635923,15.0,15.0,1
2475,635910,15.0,19.0,1
2476,635908,11.0,15.0,0
2477,635906,15.0,15.0,0
2478,635898,14.0,15.0,1
2479,635896,15.0,20.0,1
2480,635889,14.0,15.0,1
2481,635864,15.0,19.0,1
2482,635851,13.0,17.0,0
2483,635850,15.0,18.0,1
2484,635849,14.0,15.0,1
2485,635825,14.0,17.0,1
2486,635823,15.0,15.0,1
2487,635822,15.0,15.0,1
2488,635816,17.0,15.0,0
2489,635810,14.0,16.0,1
2490,635809,15.0,18.0,1
2491,635799,13.0,13.0,0
2492,635794,16.0,11.0,1
2493,635783,15.0,17.0,1
2494,635782,15.0,15.0,0
2495,635776,15.0,17.0,1
2496,635762,14.0,13.0,0
2497,635761,14.0,14.0,1
2498,635757,14.0,18.0,1
2499,635754,13.0,16.0,0
2500,635742,12.0,18.0,1
2501,635736,14.0,18.0,0
2502,635732,14.0,17.0,0
2503,635724,13.0,15.0,0
2504,635711,16.0,17.0,1
2505,635710,15.0,15.0,1
2506,635706,13.0,17.0,0
2507,635693,14.0,17.0,0
2508,635686,14.0,15.0,1
2509,635654,15.0,14.0,1
2510,635638,14.0,18.0,1
2511,635626,14.0,17.0,0
2512,635613,14.0,18.0,1
2513,635601,14.0,20.0,0
2514,635587,14.0,17.0,1
2515,635575,15.0,15.0,1
2516,635574,14.0,14.0,0
2517,635571,13.0,18.0,0
2518,635570,16.0,15.0,0
2519,635552,15.0,18.0,1
2520,635498,14.0,18.0,0
2521,635486,15.0,17.0,1
2522,635475,13.0,17.0,0
2523,635473,15.0,19.0,1
2524,635453,15.0,15.0,1
2525,635449,15.0,18.0,1
2526,635448,14.0,18.0,1
2527,635443,17.0,15.0,0
2528,635434,14.0,17.0,0
2529,635407,16.0,14.0,0
2530,635406,14.0,16.0,0
2531,635377,17.0,15.0,0
2532,635375,11.0,18.0,0
2533,635362,15.0,18.0,1
2534,635351,15.0,20.0,1
2535,635337,14.0,18.0,0
2536,635332,14.0,20.0,1
2537,635330,17.0,15.0,0
2538,635329,14.0,18.0,0
2539,635328,14.0,17.0,0
2540,635319,14.0,15.0,0
2541,635315,15.0,17.0,1
2542,635314,15.0,18.0,1
2543,635041,15.0,18.0,1
2544,635028,14.0,15.0,0
2545,635026,13.0,18.0,0
2546,635021,14.0,15.0,0
2547,635018,16.0,15.0,1
2548,635017,14.0,18.0,0
2549,635012,14.0,15.0,1
2550,634997,14.0,18.0,0
2551,634994,13.0,18.0,0
2552,634986,14.0,15.0,0
2553,634982,14.0,15.0,0
2554,634981,16.0,15.0,0
2555,634965,15.0,15.0,0
2556,634963,15.0,18.0,1
2557,634960,13.0,15.0,0
2558,634919,16.0,15.0,0
2559,634917,15.0,20.0,1
2560,634915,14.0,17.0,1
2561,634911,13.0,18.0,0
2562,634902,16.0,16.0,1
2563,634882,16.0,15.0,0
2564,634878,15.0,16.0,1
2565,634875,14.0,15.0,1
2566,634868,13.0,15.0,0
2567,634857,14.0,16.0,0
2568,634850,14.0,16.0,1
2569,634849,14.0,15.0,0
2570,634847,15.0,18.0,1
2571,634844,15.0,15.0,1
2572,634843,13.0,16.0,0
2573,634823,14.0,15.0,0
2574,634817,14.0,20.0,1
2575,634813,15.0,19.0,1
2576,634799,14.0,18.0,0
2577,634783,14.0,17.0,0
2578,634782,15.0,19.0,1
2579,634779,14.0,18.0,0
2580,634776,15.0,18.0,1
2581,634763,12.0,15.0,0
2582,634758,13.0,15.0,0
2583,634753,15.0,15.0,0
2584,634731,15.0,15.0,1
2585,634728,16.0,15.0,1
2586,634708,17.0,15.0,0
2587,634700,13.0,18.0,0
2588,634699,14.0,14.0,0
2589,634691,14.0,18.0,1
2590,634690,15.0,18.0,1
2591,634685,14.0,15.0,0
2592,634669,15.0,17.0,1
2593,634664,15.0,16.0,1
2594,634647,14.0,19.0,1
2595,634642,14.0,16.0,0
2596,634641,13.0,18.0,0
2597,634636,16.0,15.0,0
2598,634632,14.0,17.0,1
2599,634631,14.0,16.0,0
2600,634627,15.0,19.0,1
2601,634618,14.0,13.0,1
2602,634607,14.0,17.0,0
2603,634595,13.0,16.0,0
2604,634594,14.0,20.0,0
2605,634592,15.0,20.0,1
2606,634560,12.0,18.0,0
2607,634536,15.0,14.0,0
2608,634529,13.0,18.0,0
2609,634513,14.0,15.0,1
2610,634511,14.0,15.0,0
2611,634484,13.0,18.0,0
2612,634478,14.0,17.0,0
2613,634474,14.0,18.0,0
2614,634466,15.0,15.0,1
2615,634459,14.0,18.0,0
2616,634422,13.0,18.0,0
2617,634396,15.0,15.0,1
2618,634389,14.0,15.0,0
2619,634368,14.0,18.0,0
2620,634356,16.0,15.0,0
2621,634343,15.0,14.0,1
2622,634320,14.0,18.0,1
2623,634314,14.0,17.0,1
2624,634310,15.0,16.0,0
2625,634306,14.0,20.0,0
2626,634298,15.0,15.0,1
2627,634271,15.0,15.0,1
2628,634263,14.0,18.0,0
2629,634254,,,1
2630,634244,15.0,19.0,1
2631,634237,,,1
2632,634228,,,1
2633,634222,,,0
2634,634217,15.0,16.0,1
2635,634213,,,0
2636,634190,14.0,15.0,0
2637,634175,14.0,15.0,0
2638,634167,15.0,15.0,0
2639,634153,14.0,15.0,1
2640,634127,15.0,13.0,0
2641,634125,16.0,15.0,1
2642,634106,14.0,15.0,0
2643,634102,,,1
2644,634094,,,1
2645,634092,15.0,16.0,1
2646,634084,,,0
2647,634083,12.0,15.0,0
2648,634082,10.0,18.0,0
2649,634078,14.0,18.0,0
2650,634068,,,1
2651,634060,,,1
2652,634057,,,1
2653,634056,,,1
2654,634053,,,1
2655,634051,,,1
2656,634047,,,1
2657,634043,,,1
2658,634040,,,1
2659,634036,,,1
2660,634029,14.0,19.0,1
2661,634027,,,1
2662,634024,,,1
2663,634019,14.0,15.0,0
2664,634018,,,1
2665,634015,,,1
2666,633999,14.0,18.0,0
2667,633998,14.0,17.0,0
2668,633996,15.0,16.0,1
2669,633990,15.0,15.0,0
2670,633983,14.0,18.0,0
2671,633971,,,0
2672,633965,,,1
2673,633962,,,1
2674,633959,,,1
2675,633956,,,1
2676,633945,,,1
2677,633941,,,1
2678,633939,14.0,15.0,0
2679,633928,13.0,18.0,0
2680,633926,,,1
2681,633922,,,1
2682,633921,13.0,16.0,0
2683,633915,,,1
2684,633914,,,1
2685,633912,15.0,18.0,1
2686,633910,,,1
2687,633903,,,1
2688,633904,15.0,15.0,1
2689,633882,16.0,19.0,1
2690,633878,,,0
2691,633876,14.0,13.0,0
2692,633871,,,1
2693,633863,,,0
2694,633862,,,1
2695,633844,15.0,16.0,1
2696,633842,,,1
2697,633828,14.0,17.0,0
2698,633825,8.0,13.0,0
2699,633813,13.0,15.0,0
2700,633810,,,0
2701,633800,13.0,16.0,0
2702,633795,14.0,18.0,0
2703,633778,,,1
2704,633777,,,0
2705,633775,,,1
2706,633770,,,0
2707,633759,15.0,15.0,0
2708,633746,,,1
2709,633744,,,1
2710,633731,14.0,15.0,0
2711,633715,,,0
2712,633680,,,1
2713,633673,,,1
2714,633646,,,1
2715,633630,,,0
2716,633621,,,0
2717,633608,15.0,18.0,0
2718,633605,13.0,18.0,0
2719,633595,,,1
2720,633562,,,0
2721,633550,,,0
2722,633548,,,1
2723,633531,,,1
2724,633527,,,0
2725,633515,,,1
2726,633484,,,1
2727,633476,,,1
2728,633475,,,0
2729,633455,,,1
2730,633453,,,0
2731,633445,,,0
2732,633443,,,0
2733,633440,,,0
2734,633407,,,1
2735,633399,14.0,18.0,0
2736,633392,13.0,15.0,0
2737,633380,14.0,18.0,0
2738,633375,,,0
2739,633372,,,0
2740,633361,,,0
2741,633358,17.0,15.0,0
2742,633341,,,0
2743,633337,13.0,15.0,0
2744,633335,15.0,15.0,1
2745,633316,,,0
2746,633312,15.0,19.0,1
2747,633311,,,0
2748,633307,,,1
2749,633260,,,0
2750,633243,14.0,15.0,0
2751,633239,15.0,15.0,1
2752,633182,,,0
2753,633177,,,0
2754,633175,,,0
2755,633173,,,0
2756,633166,,,1
2757,633154,15.0,15.0,1
2758,633149,,,0
2759,633143,,,0
2760,633140,,,1
2761,633132,,,0
2762,633126,15.0,19.0,1
2763,633122,,,1
2764,633120,,,1
2765,633116,,,1
2766,633114,,,0
2767,633112,,,0
2768,633105,,,1
2769,633104,14.0,15.0,1
2770,633070,15.0,19.0,1
2771,633061,,,0
2772,633046,14.0,15.0,0
2773,633027,15.0,18.0,1
2774,633014,,,0
2775,633013,14.0,15.0,0
2776,633009,14.0,15.0,0
2777,632997,13.0,15.0,0
2778,632988,13.0,16.0,0
2779,632984,,,0
2780,632948,,,0
2781,632943,,,0
2782,632942,15.0,15.0,1
2783,632940,,,1
2784,632936,16.0,19.0,1
2785,632928,14.0,19.0,1
2786,632926,14.0,19.0,1
2787,632911,,,1
2788,632908,14.0,15.0,0
2789,632896,,,1
2790,632895,,,0
2791,632892,,,1
2792,632890,,,0
2793,632880,,,0
2794,632876,,,1
2795,632870,,,0
2796,632869,,,0
2797,632862,,,1
2798,632851,,,1
2799,632839,15.0,18.0,1
2800,632837,,,0
2801,632833,,,0
2802,632831,15.0,15.0,0
2803,632819,,,1
2804,632816,,,1
2805,632815,,,0
2806,632807,,,1
2807,632798,,,1
2808,632790,,,0
2809,632786,,,1
2810,632785,,,0
2811,632773,,,0
2812,632772,,,0
2813,632767,,,0
2814,632763,15.0,18.0,1
2815,632746,,,0
2816,632733,,,0
2817,632728,,,0
2818,632721,,,0
2819,632714,,,1
2820,632702,,,1
2821,632692,,,0
2822,632666,,,0
2823,632664,,,0
2824,632660,,,0
2825,632641,14.0,19.0,0
2826,632629,,,1
2827,632611,,,1
2828,632608,,,1
2829,632605,14.0,17.0,0
2830,632565,,,0
2831,632524,,,0
2832,632515,,,0
2833,632455,,,0
2834,632449,14.0,12.0,0
2835,632439,,,1
2836,632435,,,1
2837,632433,,,1
2838,632428,,,0
2839,632407,15.0,15.0,0
2840,632387,,,0
2841,632382,15.0,16.0,1
2842,632381,,,0
2843,632380,13.0,18.0,0
2844,632374,,,1
2845,632368,,,0
2846,632365,,,0
2847,632364,,,0
2848,632358,,,0
2849,632342,,,0
2850,632341,,,0
2851,632338,,,1
2852,632323,15.0,18.0,1
2853,632322,,,1
2854,632303,,,1
2855,632278,,,0
2856,632274,15.0,18.0,1
2857,632269,,,1
2858,632263,,,0
2859,632244,,,0
2860,632243,13.0,15.0,0
2861,632239,16.0,16.0,0
2862,632237,,,0
2863,632233,16.0,16.0,0
2864,632224,,,0
2865,632216,,,0
2866,632210,,,1
2867,632202,,,0
2868,632196,,,1
2869,632194,,,0
2870,632178,,,1
2871,632169,15.0,15.0,0
2872,632159,,,0
2873,632155,14.0,18.0,1
2874,632143,13.0,17.0,0
2875,632132,,,1
2876,632105,,,0
2877,632097,,,1
2878,632067,16.0,18.0,1
2879,632055,,,0
2880,632041,,,0
2881,632032,,,0
2882,632031,,,1
2883,632028,14.0,16.0,0
2884,632017,,,1
2885,631995,,,0
2886,631993,,,1
2887,631984,,,0
2888,631967,15.0,18.0,1
2889,631944,,,0
2890,631919,,,1
2891,631914,,,0
2892,631894,,,0
2893,631890,,,0
2894,631889,14.0,20.0,1
2895,631869,,,0
2896,631864,15.0,20.0,1
2897,631854,,,1
2898,631837,,,0
2899,631831,,,0
2900,631819,15.0,18.0,1
2901,631817,,,0
2902,631812,,,0
2903,631782,14.0,18.0,0
2904,631781,,,1
2905,631767,,,0
2906,631766,14.0,15.0,0
2907,631758,,,1
2908,631753,,,0
2909,631747,,,0
2910,631746,13.0,14.0,0
2911,631718,14.0,18.0,0
2912,631712,,,1
2913,631708,14.0,20.0,1
2914,631706,15.0,18.0,1
2915,631704,,,0
2916,631699,,,0
2917,631676,,,0
2918,631670,,,1
2919,631665,,,0
2920,631662,,,0
2921,631658,,,1
2922,631653,,,1
2923,631649,14.0,15.0,1
2924,631647,,,1
