,lead_number,origin,source,no_email,converted,visits,visit_time,visit_pages,last_activity,country,specialization,hear_about,occupation,matters_most,search,recommendations,quality,profile,city,activity_index,profile_index,mti_copy,last_notable
1135,647986,Lead Import,Facebook,0,0,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Unemployed,Better Career Prospects,0,0,Unknown,Unknown,Other Cities of Maharashtra,2,1,0,Email Opened
1136,647987,Lead Import,Facebook,0,0,0.0,238,0.0,Unknown,Unknown,Unknown,Unknown,Unemployed,Better Career Prospects,0,0,Low in Relevance,Unknown,Other Cities of Maharashtra,2,1,0,Modified
1137,647988,Lead Import,Facebook,0,0,0.0,300,0.0,Unknown,Unknown,Unknown,Unknown,Unemployed,Better Career Prospects,0,0,Unknown,Unknown,Other Cities,2,1,0,Modified
1138,647989,Lead Import,Facebook,0,0,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Unemployed,Better Career Prospects,0,0,Unknown,Unknown,Other Cities of Maharashtra,2,1,0,Email Opened
1139,647990,Lead Import,Facebook,0,1,0.0,1542,0.0,Email Bounced,Unknown,Unknown,Unknown,Unemployed,Better Career Prospects,0,0,Low in Relevance,Potential Lead,Other Cities of Maharashtra,2,2,0,Modified
1140,647991,Lead Import,Facebook,0,0,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Unemployed,Better Career Prospects,0,0,Unknown,Unknown,Mumbai,2,2,0,Email Opened
1141,647992,Lead Import,Facebook,0,1,0.0,0,0.0,Email Opened,Unknown,Human Resource Management,Unknown,Working Professional,Better Career Prospects,0,0,Low in Relevance,Potential Lead,Other Cities of Maharashtra,2,2,0,Email Opened
1142,647993,Lead Import,Facebook,0,0,0.0,0,0.0,SMS Sent,Unknown,Unknown,Unknown,Unemployed,Better Career Prospects,0,0,Unknown,Unknown,Other Cities of Maharashtra,2,1,0,Modified
1143,647994,Lead Import,Facebook,1,0,0.0,574,0.0,Email Bounced,Unknown,Unknown,Unknown,Unemployed,Better Career Prospects,0,0,Unknown,Unknown,Mumbai,2,2,0,Modified
1144,647995,Lead Import,Facebook,0,0,0.0,0,0.0,Email Opened,Unknown,Supply Chain Management,Unknown,Unemployed,Better Career Prospects,0,0,Unknown,Unknown,Mumbai,2,2,0,Email Opened
1145,647996,Lead Import,Facebook,0,0,0.0,1724,0.0,Unknown,Unknown,Unknown,Unknown,Unemployed,Better Career Prospects,0,0,Unknown,Unknown,Other Cities of Maharashtra,2,1,0,Modified
1146,647971,Landing Page Submission,Direct Traffic,0,1,3.0,1118,3.0,Email Opened,India,Travel and Tourism,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Mumbai,2,2,1,Email Opened
1147,647947,API,Olark Chat,0,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,3,2,0,Modified
1148,647941,Landing Page Submission,Direct Traffic,0,1,1.0,166,1.0,Converted to Lead,India,IT Projects Management,Unknown,Unemployed,Better Career Prospects,0,0,Might be,Potential Lead,Mumbai,2,2,0,Modified
1149,647939,Landing Page Submission,Direct Traffic,0,0,2.0,253,2.0,Email Opened,India,Business Administration,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Other Metro Cities,2,2,1,Email Opened
1150,647930,API,Google,0,1,2.0,1014,1.0,SMS Sent,India,Unknown,Unknown,Unemployed,Better Career Prospects,0,0,Unknown,Unknown,Unknown,3,2,0,SMS Sent
1151,647918,API,Google,0,1,2.0,43,1.0,Email Opened,India,Unknown,Unknown,Unemployed,Better Career Prospects,0,0,Unknown,Unknown,Unknown,2,2,0,Modified
1152,647916,Landing Page Submission,Google,0,0,5.0,1176,5.0,Email Opened,India,Human Resource Management,Multiple Sources,Unemployed,Better Career Prospects,0,0,Not Sure,Unknown,Mumbai,1,3,0,Email Opened
1153,647912,API,Olark Chat,0,0,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,3,2,0,Email Opened
1154,647903,Landing Page Submission,Google,0,0,7.0,247,3.5,Form Submitted on Website,India,Marketing Management,Other,Unknown,Unknown,0,0,Unknown,Unknown,Mumbai,2,3,0,Modified
1155,647902,Landing Page Submission,Google,0,0,4.0,48,2.0,SMS Sent,India,Finance Management,Online Search,Unknown,Unknown,0,0,Unknown,Unknown,Mumbai,2,3,0,SMS Sent
1156,647894,API,Olark Chat,1,0,0.0,0,0.0,Unsubscribed,Unknown,Unknown,Unknown,Unemployed,Better Career Prospects,0,0,Not Sure,Unknown,Unknown,2,2,0,Unsubscribed
1157,647861,API,Referral Sites,0,1,7.0,1001,7.0,Email Opened,Unknown,Unknown,Unknown,Working Professional,Better Career Prospects,0,0,Low in Relevance,Other Leads,Unknown,2,1,0,Email Opened
1158,647851,API,Google,0,1,2.0,682,2.0,SMS Sent,India,Unknown,Unknown,Unemployed,Better Career Prospects,0,0,Unknown,Unknown,Unknown,2,2,0,SMS Sent
1159,647829,API,Google,0,0,4.0,161,1.0,Olark Chat Conversation,India,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,2,2,0,Modified
1160,647818,Landing Page Submission,Direct Traffic,0,0,17.0,57,3.91,Email Opened,India,Marketing Management,Online Search,Unemployed,Better Career Prospects,0,0,Not Sure,Other Leads,Thane & Outskirts,1,2,0,Email Opened
1161,647814,Landing Page Submission,Direct Traffic,0,0,10.0,124,5.0,Email Link Clicked,United Arab Emirates,Human Resource Management,Online Search,Unemployed,Better Career Prospects,0,0,Unknown,Unknown,Other Cities,2,2,1,Email Link Clicked
1162,647775,API,Olark Chat,0,1,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Unemployed,Better Career Prospects,0,0,Unknown,Unknown,Unknown,3,2,0,Email Opened
1163,647770,API,Referral Sites,1,0,3.0,1198,1.5,Unsubscribed,India,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,2,1,0,Unsubscribed
1164,647759,Landing Page Submission,Google,0,1,7.0,1387,1.4,Page Visited on Website,India,Finance Management,Online Search,Unemployed,Better Career Prospects,0,0,Unknown,Unknown,Thane & Outskirts,2,2,0,Page Visited on Website
1165,647711,API,Google,0,1,3.0,1804,3.0,SMS Sent,India,Unknown,Unknown,Unemployed,Better Career Prospects,0,0,Unknown,Unknown,Unknown,2,2,0,SMS Sent
1166,647709,API,Olark Chat,0,1,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Unemployed,Better Career Prospects,0,0,Unknown,Unknown,Unknown,2,2,0,Email Opened
1167,647701,API,Olark Chat,0,1,0.0,0,0.0,SMS Sent,Unknown,Unknown,Unknown,Unemployed,Better Career Prospects,0,0,Unknown,Unknown,Unknown,2,2,0,SMS Sent
1168,647697,Landing Page Submission,Direct Traffic,1,0,2.0,153,2.0,SMS Sent,India,Travel and Tourism,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Other Metro Cities,2,1,1,Modified
1169,647691,API,Referral Sites,0,0,2.0,384,2.0,Olark Chat Conversation,India,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,2,1,0,Modified
1170,647689,Landing Page Submission,Direct Traffic,0,1,4.0,1267,4.0,Page Visited on Website,India,Marketing Management,Unknown,Unemployed,Better Career Prospects,0,0,Not Sure,Other Leads,Other Cities,3,2,1,Page Visited on Website
1171,647668,Landing Page Submission,Direct Traffic,0,1,5.0,1546,5.0,Approached upfront,Saudi Arabia,Supply Chain Management,Unknown,Unemployed,Better Career Prospects,0,0,Might be,Unknown,Other Cities,2,2,1,Approached upfront
1172,647667,API,Referral Sites,0,0,2.0,491,2.0,Converted to Lead,India,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,2,1,0,Modified
1173,647665,API,Google,0,1,5.0,79,2.5,Email Opened,India,Unknown,Unknown,Unemployed,Better Career Prospects,0,0,Unknown,Unknown,Unknown,2,2,0,Email Opened
1174,647654,API,Olark Chat,0,1,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Unemployed,Better Career Prospects,0,0,Unknown,Unknown,Unknown,2,2,0,Email Opened
1175,647649,API,Organic Search,0,0,4.0,287,4.0,SMS Sent,India,Unknown,Unknown,Unemployed,Better Career Prospects,0,0,Not Sure,Unknown,Unknown,2,2,0,Modified
1176,647630,API,Olark Chat,0,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,3,2,0,Modified
1177,647606,Landing Page Submission,Direct Traffic,0,0,1.0,353,1.0,Converted to Lead,India,Finance Management,Unknown,Unemployed,Better Career Prospects,0,0,Unknown,Unknown,Mumbai,3,3,1,Modified
1178,647600,API,Google,0,1,2.0,371,2.0,Email Opened,India,Unknown,Unknown,Unemployed,Better Career Prospects,0,0,Unknown,Unknown,Unknown,3,2,0,Email Opened
1179,647591,API,Organic Search,0,0,5.0,274,5.0,Olark Chat Conversation,India,Unknown,Unknown,Unemployed,Better Career Prospects,0,0,Unknown,Unknown,Unknown,1,2,0,Modified
1180,647584,Landing Page Submission,Direct Traffic,1,1,3.0,257,1.5,SMS Sent,France,International Business,Unknown,Student,Better Career Prospects,0,0,Might be,Dual Specialization Student,Other Metro Cities,2,2,1,SMS Sent
1181,647583,Landing Page Submission,Direct Traffic,0,0,6.0,50,6.0,Email Opened,India,IT Projects Management,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Mumbai,2,2,1,Email Opened
1182,647555,Landing Page Submission,Direct Traffic,0,0,2.0,989,2.0,Email Opened,India,E-Business,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Mumbai,3,3,1,Email Opened
1183,647539,API,Olark Chat,0,0,0.0,0,0.0,Email Bounced,Unknown,Unknown,Unknown,Unemployed,Better Career Prospects,0,0,Worst,Other Leads,Unknown,2,1,0,Modified
1184,647517,Landing Page Submission,Google,0,1,6.0,543,6.0,Email Opened,India,Marketing Management,Social Media,Unknown,Unknown,0,0,Unknown,Unknown,Mumbai,3,3,0,Email Opened
1185,647504,Landing Page Submission,Organic Search,0,0,3.0,658,3.0,Olark Chat Conversation,India,Travel and Tourism,Unknown,Unemployed,Better Career Prospects,0,0,Unknown,Unknown,Other Cities,2,1,0,Modified
1186,647449,Landing Page Submission,Organic Search,0,1,4.0,1558,4.0,Email Opened,India,Media and Advertising,Unknown,Unemployed,Better Career Prospects,0,0,High in Relevance,Potential Lead,Other Metro Cities,2,2,0,Email Opened
1187,647448,API,Organic Search,1,0,5.0,368,5.0,Olark Chat Conversation,India,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,2,2,0,Modified
1188,647423,API,Referral Sites,0,1,10.0,325,3.33,Unreachable,India,Finance Management,Unknown,Unemployed,Better Career Prospects,0,0,High in Relevance,Potential Lead,Mumbai,2,2,1,Unreachable
1189,647411,Landing Page Submission,Google,0,1,5.0,1492,5.0,Email Link Clicked,India,Business Administration,Unknown,Unemployed,Better Career Prospects,0,0,Not Sure,Unknown,Unknown,2,2,0,Modified
1190,647404,Landing Page Submission,Google,0,1,4.0,1621,4.0,SMS Sent,India,Business Administration,Word Of Mouth,Unemployed,Better Career Prospects,0,0,Might be,Unknown,Tier II Cities,2,2,0,SMS Sent
1191,647398,API,Organic Search,0,0,5.0,199,5.0,Email Opened,India,Unknown,Unknown,Unemployed,Better Career Prospects,0,0,Low in Relevance,Potential Lead,Mumbai,1,2,0,Email Opened
1192,647352,Landing Page Submission,Organic Search,0,0,5.0,190,5.0,Form Submitted on Website,India,"Banking, Investment And Insurance",Online Search,Unemployed,Better Career Prospects,0,0,Unknown,Unknown,Mumbai,2,3,1,Modified
1193,647320,Landing Page Submission,Direct Traffic,0,1,3.0,1368,3.0,Email Opened,United States,Marketing Management,Unknown,Unemployed,Better Career Prospects,0,0,High in Relevance,Potential Lead,Other Cities,2,3,1,Email Opened
1194,647300,Landing Page Submission,Organic Search,1,0,2.0,387,2.0,Email Bounced,India,Travel and Tourism,Unknown,Unemployed,Better Career Prospects,0,0,Worst,Potential Lead,Mumbai,2,3,1,Modified
1195,647299,Landing Page Submission,Direct Traffic,0,1,2.0,277,2.0,SMS Sent,India,Healthcare Management,Unknown,Unemployed,Better Career Prospects,0,0,Might be,Unknown,Mumbai,2,2,1,SMS Sent
1196,647285,Landing Page Submission,Organic Search,0,0,4.0,423,4.0,Email Opened,India,Travel and Tourism,Unknown,Unemployed,Better Career Prospects,0,0,Unknown,Unknown,Other Cities,2,1,1,Email Opened
1197,647279,Landing Page Submission,Direct Traffic,0,0,3.0,1095,3.0,SMS Sent,India,Finance Management,Unknown,Unemployed,Better Career Prospects,0,0,Unknown,Unknown,Other Metro Cities,2,2,0,Modified
1198,647256,Landing Page Submission,Direct Traffic,0,0,1.0,239,1.0,Converted to Lead,India,Healthcare Management,Unknown,Unemployed,Better Career Prospects,0,0,Not Sure,Unknown,Thane & Outskirts,2,1,1,Modified
1199,647212,Landing Page Submission,Referral Sites,0,1,9.0,1524,9.0,SMS Sent,India,Marketing Management,Unknown,Unemployed,Better Career Prospects,0,0,Might be,Unknown,Mumbai,2,2,1,SMS Sent
1200,647201,API,Direct Traffic,0,1,4.0,1839,2.0,SMS Sent,India,Finance Management,Unknown,Unemployed,Better Career Prospects,0,0,High in Relevance,Potential Lead,Other Cities,2,2,0,SMS Sent
1201,647199,Landing Page Submission,Direct Traffic,0,0,2.0,918,2.0,Email Link Clicked,India,IT Projects Management,Word Of Mouth,Unemployed,Better Career Prospects,0,0,Might be,Unknown,Mumbai,2,2,0,Email Link Clicked
1202,647177,API,Organic Search,0,0,8.0,172,8.0,Email Opened,India,Business Administration,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Other Cities,2,1,1,Email Opened
1203,647142,Landing Page Submission,Direct Traffic,0,1,2.0,1266,2.0,Converted to Lead,India,Hospitality Management,Unknown,Working Professional,Better Career Prospects,0,0,High in Relevance,Potential Lead,Mumbai,2,2,1,Modified
1204,647132,API,Olark Chat,0,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,3,2,0,Modified
1205,647127,Landing Page Submission,Direct Traffic,0,0,17.0,682,5.67,Email Opened,India,Marketing Management,Online Search,Unknown,Unknown,0,0,Unknown,Unknown,Other Cities,2,2,0,Email Opened
1206,647125,API,Olark Chat,0,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,3,2,0,Modified
1207,647123,Landing Page Submission,Direct Traffic,0,0,7.0,389,7.0,Email Opened,India,Finance Management,Unknown,Unemployed,Better Career Prospects,0,0,Worst,Student of SomeSchool,Other Cities,3,2,1,Email Opened
1208,647113,API,Organic Search,0,0,1.0,153,1.0,Converted to Lead,India,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,3,2,0,Modified
1209,647084,Landing Page Submission,Direct Traffic,0,0,2.0,207,2.0,Email Opened,India,Unknown,Unknown,Working Professional,Better Career Prospects,0,0,Not Sure,Unknown,Other Cities,3,2,0,Email Opened
1210,647082,Landing Page Submission,Direct Traffic,0,0,2.0,247,2.0,SMS Sent,India,Human Resource Management,Unknown,Unemployed,Better Career Prospects,0,0,Not Sure,Unknown,Thane & Outskirts,2,2,1,SMS Sent
1211,647080,Landing Page Submission,Organic Search,0,0,3.0,107,3.0,Page Visited on Website,India,Supply Chain Management,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Mumbai,3,3,1,Modified
1212,647077,Landing Page Submission,Direct Traffic,1,0,2.0,187,2.0,Unsubscribed,India,Human Resource Management,Unknown,Unemployed,Better Career Prospects,0,0,Worst,Student of SomeSchool,Mumbai,2,3,1,Modified
1213,647040,Landing Page Submission,Organic Search,0,1,3.0,149,3.0,SMS Sent,India,Rural and Agribusiness,Unknown,Unemployed,Better Career Prospects,0,0,Might be,Unknown,Tier II Cities,2,1,0,SMS Sent
1214,647039,Landing Page Submission,Organic Search,0,1,4.0,1381,4.0,Email Opened,India,Marketing Management,Unknown,Working Professional,Better Career Prospects,0,0,Might be,Potential Lead,Other Cities,2,3,1,Email Opened
1215,646999,API,Olark Chat,0,0,0.0,0,0.0,SMS Sent,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,2,2,0,Modified
1216,646958,API,Olark Chat,0,0,0.0,0,0.0,SMS Sent,Unknown,Unknown,Unknown,Unemployed,Better Career Prospects,0,0,Unknown,Unknown,Unknown,2,2,0,Modified
1217,646938,Landing Page Submission,Direct Traffic,0,0,2.0,219,2.0,Email Opened,India,Operations Management,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Other Cities of Maharashtra,2,2,1,Email Opened
1218,646930,Landing Page Submission,bing,0,0,3.0,138,3.0,Email Opened,India,Operations Management,Unknown,Unemployed,Better Career Prospects,0,0,Unknown,Unknown,Mumbai,2,3,1,Email Opened
1219,646917,API,Olark Chat,0,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,3,2,0,Modified
1220,646915,Landing Page Submission,Direct Traffic,0,0,2.0,33,2.0,Email Opened,China,Marketing Management,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Mumbai,2,3,1,Email Opened
1221,646876,API,Olark Chat,0,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,3,2,0,Modified
1222,646873,Landing Page Submission,Direct Traffic,0,0,3.0,417,3.0,Email Opened,India,"Banking, Investment And Insurance",Unknown,Unemployed,Better Career Prospects,0,0,Not Sure,Unknown,Mumbai,2,3,0,Email Opened
1223,646863,Landing Page Submission,Direct Traffic,0,1,6.0,1445,3.0,Email Opened,India,Healthcare Management,Unknown,Unemployed,Better Career Prospects,0,0,High in Relevance,Potential Lead,Thane & Outskirts,2,2,1,Email Opened
1224,646858,API,Google,0,0,2.0,419,2.0,Email Opened,India,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,2,2,0,Email Opened
1225,646857,API,Olark Chat,0,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,3,2,0,Modified
1226,646849,API,Olark Chat,0,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Unemployed,Better Career Prospects,0,0,Not Sure,Unknown,Unknown,3,2,0,Modified
1227,646847,Landing Page Submission,Direct Traffic,0,0,2.0,24,2.0,SMS Sent,India,Travel and Tourism,Unknown,Unemployed,Better Career Prospects,0,0,Worst,Unknown,Other Metro Cities,2,1,1,Modified
1228,646842,API,Olark Chat,0,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,3,2,0,Modified
1229,646841,API,Olark Chat,0,0,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,3,2,0,Modified
1230,646839,API,Olark Chat,0,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,3,2,0,Olark Chat Conversation
1231,646838,Landing Page Submission,Direct Traffic,0,0,2.0,6,2.0,Email Link Clicked,India,Operations Management,Unknown,Unemployed,Better Career Prospects,0,0,Unknown,Unknown,Other Cities,3,2,1,Email Link Clicked
1232,646808,API,Olark Chat,0,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,3,2,0,Olark Chat Conversation
1233,646799,API,Olark Chat,1,0,0.0,0,0.0,Email Bounced,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,2,2,0,Modified
1234,646772,Lead Add Form,Reference,0,1,0.0,0,0.0,Email Opened,Unknown,Marketing Management,Unknown,Unemployed,Better Career Prospects,0,0,Low in Relevance,Potential Lead,Mumbai,2,3,0,Email Opened
1235,646768,API,Olark Chat,0,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,3,2,0,Modified
1236,646762,API,Olark Chat,0,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,3,2,0,Modified
1237,646755,API,Olark Chat,0,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,3,2,0,Olark Chat Conversation
1238,646749,API,Olark Chat,0,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,3,2,0,Modified
1239,646741,Landing Page Submission,Direct Traffic,0,0,2.0,97,2.0,Email Opened,India,Supply Chain Management,Unknown,Unemployed,Better Career Prospects,0,0,Not Sure,Unknown,Other Cities of Maharashtra,2,2,1,Email Opened
1240,646738,API,Olark Chat,0,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,3,2,0,Modified
1241,646729,API,Olark Chat,0,0,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,3,2,0,Modified
1242,646726,Landing Page Submission,Direct Traffic,0,1,8.0,10,4.0,SMS Sent,India,IT Projects Management,Unknown,Unemployed,Better Career Prospects,0,0,Might be,Unknown,Mumbai,2,2,1,SMS Sent
1243,646710,Landing Page Submission,Direct Traffic,0,0,1.0,427,1.0,Converted to Lead,India,Finance Management,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Mumbai,3,3,1,Modified
1244,646701,API,Olark Chat,0,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,3,2,0,Modified
1245,646697,API,Olark Chat,0,0,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,3,2,0,Email Opened
1246,646688,API,Olark Chat,0,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,3,2,0,Modified
1247,646680,API,Organic Search,0,1,9.0,214,3.0,Email Opened,India,Unknown,Unknown,Unemployed,Better Career Prospects,0,0,Unknown,Unknown,Unknown,2,2,0,Email Opened
1248,646673,Landing Page Submission,Direct Traffic,0,0,2.0,1497,2.0,SMS Sent,India,Finance Management,Unknown,Unemployed,Better Career Prospects,0,0,Unknown,Unknown,Other Cities,2,2,1,Modified
1249,646662,Lead Add Form,Reference,0,1,0.0,1252,0.0,Unknown,Unknown,Marketing Management,Unknown,Student,Better Career Prospects,0,0,High in Relevance,Potential Lead,Mumbai,2,3,0,Modified
1250,646652,Landing Page Submission,Direct Traffic,0,0,2.0,1155,2.0,SMS Sent,India,Finance Management,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Mumbai,2,3,1,Modified
1251,646645,Landing Page Submission,Direct Traffic,0,0,2.0,19,2.0,Email Opened,India,Human Resource Management,Unknown,Unemployed,Better Career Prospects,0,0,Unknown,Unknown,Mumbai,2,3,1,Email Opened
1252,646617,Landing Page Submission,Direct Traffic,0,0,2.0,7,2.0,Email Opened,India,International Business,Unknown,Unemployed,Better Career Prospects,0,0,Worst,Other Leads,Other Cities of Maharashtra,2,2,1,Email Opened
1253,646577,Landing Page Submission,Google,1,0,2.0,104,2.0,Had a Phone Conversation,India,E-COMMERCE,Word Of Mouth,Unemployed,Better Career Prospects,0,0,Not Sure,Unknown,Mumbai,2,2,0,Modified
1254,646574,Landing Page Submission,Google,0,1,6.0,1040,6.0,Email Opened,India,Operations Management,Student of SomeSchool,Working Professional,Better Career Prospects,0,0,Might be,Potential Lead,Other Cities,2,3,0,Email Opened
1255,646573,API,Olark Chat,0,0,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Unemployed,Better Career Prospects,0,0,Unknown,Unknown,Unknown,2,2,0,Modified
1256,646570,Landing Page Submission,Google,0,0,4.0,76,2.0,Email Opened,India,Business Administration,Online Search,Unknown,Unknown,0,0,Unknown,Unknown,Mumbai,2,3,0,Email Opened
1257,646558,Landing Page Submission,Organic Search,0,1,6.0,298,6.0,SMS Sent,India,Supply Chain Management,Unknown,Unemployed,Better Career Prospects,0,0,Might be,Unknown,Mumbai,2,3,1,SMS Sent
1258,646552,Lead Add Form,Reference,0,0,0.0,74,0.0,Unknown,Unknown,Finance Management,Unknown,Unemployed,Better Career Prospects,0,0,Low in Relevance,Lateral Student,Mumbai,2,3,0,Modified
1259,646546,API,Olark Chat,0,1,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Unemployed,Better Career Prospects,0,0,Unknown,Unknown,Unknown,3,2,0,Email Opened
1260,646545,API,Olark Chat,0,0,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,3,2,0,Email Opened
1261,646544,Lead Add Form,Welingak Website,0,1,0.0,0,0.0,SMS Sent,Unknown,Unknown,Unknown,Unemployed,Better Career Prospects,0,0,Unknown,Unknown,Unknown,3,2,0,SMS Sent
1262,646534,Landing Page Submission,Google,1,1,2.0,833,2.0,Email Bounced,India,Retail Management,Word Of Mouth,Unemployed,Better Career Prospects,0,0,Not Sure,Unknown,Mumbai,2,3,0,Email Bounced
1263,646522,Landing Page Submission,Direct Traffic,0,1,2.0,855,2.0,SMS Sent,India,Supply Chain Management,Unknown,Working Professional,Better Career Prospects,0,0,Might be,Unknown,Other Cities,2,2,0,SMS Sent
1264,646508,API,Google,0,1,3.0,1553,3.0,Olark Chat Conversation,India,Unknown,Unknown,Unemployed,Better Career Prospects,0,0,Unknown,Unknown,Unknown,2,2,0,Modified
1265,646504,Landing Page Submission,Organic Search,0,1,5.0,1208,5.0,SMS Sent,India,Travel and Tourism,Unknown,Unemployed,Better Career Prospects,0,0,Might be,Unknown,Other Metro Cities,2,1,1,SMS Sent
1266,646501,API,Google,0,0,3.0,1395,1.5,Email Opened,India,Unknown,Unknown,Unemployed,Better Career Prospects,0,0,Unknown,Unknown,Unknown,2,2,0,Modified
1267,646491,API,Google,0,1,2.0,1499,1.0,SMS Sent,India,Unknown,Unknown,Unemployed,Better Career Prospects,0,0,Unknown,Unknown,Unknown,2,2,0,SMS Sent
1268,646462,API,Google,0,0,5.0,636,2.5,Olark Chat Conversation,India,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,3,2,0,Modified
1269,646456,API,Olark Chat,0,1,0.0,0,0.0,SMS Sent,Unknown,Unknown,Unknown,Unemployed,Better Career Prospects,0,0,Unknown,Unknown,Unknown,3,2,0,SMS Sent
1270,646453,API,Olark Chat,0,1,0.0,0,0.0,SMS Sent,Unknown,Human Resource Management,Unknown,Unemployed,Better Career Prospects,0,0,High in Relevance,Potential Lead,Mumbai,2,3,0,Modified
1271,646451,Landing Page Submission,Google,0,0,6.0,240,6.0,Page Visited on Website,India,Finance Management,Online Search,Unemployed,Better Career Prospects,0,0,Unknown,Unknown,Thane & Outskirts,2,2,0,Modified
1272,646449,Landing Page Submission,Google,0,0,3.0,125,3.0,SMS Sent,India,IT Projects Management,Other,Unknown,Unknown,0,0,Unknown,Unknown,Other Metro Cities,2,1,0,Modified
1273,646448,Landing Page Submission,Direct Traffic,0,0,3.0,184,1.5,Email Opened,India,Unknown,Unknown,Student,Better Career Prospects,0,0,Not Sure,Unknown,Mumbai,1,3,0,Email Opened
